open_time,open,high,low,close,volume,ma10,ma20,ma50,ma100,ma200,body,body_pct,is_red,is_green,upper_wick,lower_wick,total_range,range_pct,returns,volatility_20,above_ma20,above_ma50,ma_trend_up,ma_trend_down,future_return_24h,future_max_24h,future_gain_24h
2025-01-01 10:00:00,0.31371,0.3154,0.31371,0.31432,16912600.0,0.31686,0.318226,0.316901,0.318826,0.320942,0.0006099999999999994,0.1944471008256031,False,True,0.0010800000000000254,0.0,0.0016900000000000248,0.5387140990086464,0.19444710082561212,,False,False,False,False,,0.345,9.760753372359375
2025-01-01 11:00:00,0.31431,0.31739,0.3137,0.31623,42765600.0,0.316642,0.317658,0.316792,0.318838,0.320914,0.0019200000000000328,0.6108618879450329,False,True,0.0011599999999999944,0.0006099999999999994,0.0036900000000000266,1.1740001908943485,0.6076609824382961,,False,False,False,False,,0.345,9.097808557062885
2025-01-01 12:00:00,0.31623,0.31876,0.316,0.31774,48475200.0,0.316411,0.317275,0.316753,0.318842,0.320888,0.0015100000000000113,0.47750055339468467,False,True,0.0010199999999999654,0.00023000000000000798,0.0027599999999999847,0.8727824684564983,0.477500553394683,,True,True,False,False,,0.345,8.57934160005034
2025-01-01 13:00:00,0.31774,0.31847,0.3165,0.31802,26441900.0,0.31632,0.317213,0.316695,0.318853,0.320856,0.00028000000000000247,0.08812236419714309,False,True,0.00044999999999995044,0.0012400000000000189,0.0019699999999999718,0.6200037766727424,0.0881223641971518,,True,True,False,False,,0.345,8.48374316080748
2025-01-01 14:00:00,0.31801,0.31988,0.31614,0.31812,37738200.0,0.316509,0.317241,0.316639,0.318869,0.320849,0.00010999999999999899,0.03459010722933209,False,True,0.0017599999999999838,0.0018700000000000383,0.003740000000000021,1.1760636457973086,0.031444563235005774,,True,True,False,False,,0.345,8.449641644662378
2025-01-01 15:00:00,0.31812,0.32076,0.31731,0.32041,21699600.0,0.316775,0.31735,0.316791,0.318897,0.320843,0.0022899999999999587,0.7198541430906447,False,True,0.00035000000000001696,0.0008100000000000329,0.0034500000000000086,1.0844964164466266,0.7198541430906369,,True,True,False,False,,0.345,7.674541993071378
2025-01-01 16:00:00,0.32041,0.32089,0.31827,0.31943,26481400.0,0.316881,0.317484,0.316973,0.318924,0.32083,0.0009799999999999809,0.30585811928466056,True,False,0.00048000000000003595,0.0011599999999999944,0.002620000000000011,0.817702318903908,-0.3058581192846632,,True,True,False,False,,0.345,8.004883699088996
2025-01-01 17:00:00,0.31943,0.32048,0.31715,0.32008,19313300.0,0.317207,0.317596,0.317156,0.318947,0.320832,0.0006499999999999839,0.20348746204175688,False,True,0.00040000000000001146,0.0022800000000000042,0.0033299999999999996,1.0424819209216416,0.2034874620417515,,True,True,False,False,,0.345,7.7855536115971
2025-01-01 18:00:00,0.32009,0.32527,0.31902,0.32463,39929400.0,0.318269,0.318023,0.317471,0.319009,0.320858,0.0045399999999999885,1.4183510887562838,False,True,0.0006400000000000294,0.0010699999999999599,0.006249999999999978,1.952575838045543,1.4215196200949798,,True,True,True,False,,0.345,6.274835967101007
2025-01-01 19:00:00,0.32462,0.32595,0.32157,0.32494,43100800.0,0.319392,0.31847,0.317618,0.319071,0.320874,0.00031999999999998696,0.09857679748628764,False,True,0.0010100000000000109,0.003049999999999997,0.004379999999999995,1.3492699155936154,0.09549333086900091,,True,True,True,False,,0.345,6.173447405674883
2025-01-01 20:00:00,0.32494,0.32599,0.32431,0.32537,26389300.0,0.320497,0.318678,0.317746,0.319106,0.320896,0.00042999999999998595,0.13233212285344553,False,True,0.0006200000000000094,0.0006300000000000194,0.0016800000000000148,0.517018526497204,0.1323321228534402,0.5811854052930332,True,True,True,False,,0.345,6.03313151181731
2025-01-01 21:00:00,0.32537,0.32749,0.32408,0.32703,47618000.0,0.321577,0.319109,0.317887,0.319147,0.320862,0.0016599999999999948,0.5101884008974383,False,True,0.00046000000000001595,0.0012900000000000134,0.003410000000000024,1.0480376187110134,0.5101884008974489,0.5451298143523682,True,True,True,False,,0.345,5.494908723970274
2025-01-01 22:00:00,0.32703,0.32712,0.32505,0.32619,32031600.0,0.322422,0.319416,0.317994,0.319196,0.320827,0.0008400000000000074,0.25685716906706035,True,False,9.00000000000345e-05,0.0011399999999999744,0.0020700000000000163,0.6329694523438267,-0.2568571690670596,0.5441347076810461,True,True,True,False,,0.345,5.766577761427387
2025-01-01 23:00:00,0.32618,0.32659,0.32443,0.32513,34760000.0,0.323133,0.319726,0.318277,0.319223,0.32077,0.001050000000000051,0.32190814887486996,True,False,0.00040999999999996595,0.0006999999999999784,0.0021599999999999953,0.6622110491139847,-0.3249639780496083,0.5430836963120087,True,True,True,False,,0.345,6.11140159320887
2025-01-02 00:00:00,0.32513,0.33888,0.3246,0.33387,227890000.0,0.324708,0.320608,0.31868,0.319334,0.320774,0.008740000000000026,2.6881555070279664,False,True,0.0050100000000000144,0.0005299999999999749,0.014280000000000015,4.392089318118911,2.6881555070279672,0.7538619077822167,True,True,True,False,1.1681193278821222,0.345,3.333632851109705
2025-01-02 01:00:00,0.33387,0.33521,0.33034,0.3319,68125700.0,0.325857,0.321316,0.319039,0.31942,0.320758,0.0019700000000000273,0.5900500194686636,True,False,0.0013400000000000079,0.0015599999999999503,0.0048699999999999855,1.4586515709707326,-0.5900500194686686,0.7761362062690553,True,True,True,False,2.280807472130175,0.345,3.946971979511902
2025-01-02 02:00:00,0.3319,0.33338,0.33,0.33336,62277500.0,0.32725,0.322066,0.319458,0.3195,0.320742,0.0014600000000000168,0.4398915335944613,False,True,2.0000000000020002e-05,0.0018999999999999573,0.003379999999999994,1.0183790298282598,0.439891533594472,0.7776364816524086,True,True,True,False,2.078833693304527,0.345,3.4917206623470074
2025-01-02 03:00:00,0.33335,0.33387,0.33106,0.33143,37035400.0,0.328385,0.322796,0.319834,0.319571,0.32074,0.0019199999999999773,0.5759712014399212,True,False,0.0005200000000000204,0.00036999999999998145,0.002809999999999979,0.8429578521073884,-0.5789536837052967,0.7823827637260733,True,True,True,False,3.137917508976251,0.345,4.094378903539201
2025-01-02 04:00:00,0.33144,0.33569,0.3314,0.33393,47734000.0,0.329315,0.323792,0.320259,0.319675,0.320757,0.0024899999999999922,0.7512671976828361,False,True,0.0017599999999999838,4.0000000000040004e-05,0.004290000000000016,1.294351918899353,0.7543070935039031,0.744374118785106,True,True,True,False,1.5152876351331113,0.345,3.3150660318030627
2025-01-02 05:00:00,0.33393,0.33434,0.33099,0.33168,54412900.0,0.329989,0.32469,0.320662,0.319778,0.320738,0.0022500000000000298,0.6737939089030723,True,False,0.00041000000000002146,0.0006899999999999684,0.0033500000000000196,1.0032042643667893,-0.6737939089030753,0.7717082343790962,True,True,True,False,2.315484804630974,0.345,4.015918958031837
2025-01-02 06:00:00,0.33168,0.33234,0.32937,0.33141,40598200.0,0.330593,0.325545,0.321089,0.319857,0.320711,0.00026999999999999247,0.08140376266280526,True,False,0.0006600000000000494,0.0020399999999999863,0.002970000000000028,0.8954413892908913,-0.08140376266280169,0.7758039287483653,True,True,True,False,2.169518119549818,0.345,4.100660812890375
2025-01-02 07:00:00,0.33142,0.3348,0.33067,0.33436,62078600.0,0.331326,0.326452,0.321561,0.319945,0.320698,0.002939999999999998,0.8870919075493326,False,True,0.00043999999999999595,0.0007499999999999729,0.004129999999999967,1.2461529177478627,0.890136085211668,0.7848335866738813,True,True,True,False,0.741715516210073,0.345,3.182198827610953
2025-01-02 08:00:00,0.33436,0.337,0.33354,0.33684,62849600.0,0.332391,0.327406,0.322068,0.320072,0.320695,0.0024799999999999822,0.7417155162100677,False,True,0.000160000000000049,0.0008199999999999874,0.0034600000000000186,1.03481277664793,0.741715516210073,0.7905003159378559,True,True,True,False,0.17218857617860017,0.345,2.42251514071963
2025-01-02 09:00:00,0.33683,0.34088,0.33579,0.34002,111526000.0,0.33388,0.328506,0.322624,0.320212,0.320715,0.0031899999999999706,0.9470652851586766,False,True,0.0008600000000000274,0.001040000000000041,0.005090000000000039,1.5111480568833058,0.9440684004275113,0.8017866711181283,True,True,True,False,-0.00294100347039139,0.345,1.4646197282512747
2025-01-02 10:00:00,0.34001,0.345,0.33856,0.3444,124158000.0,0.334933,0.329821,0.323177,0.320381,0.320761,0.004390000000000005,1.291138495926592,False,True,0.0005999999999999894,0.0014499999999999513,0.006439999999999946,1.894061939354709,1.2881595200282314,0.8253913293934931,True,True,True,False,-1.2950058072009218,0.34461,0.06097560975611019
2025-01-02 11:00:00,0.34441,0.34461,0.34,0.3422,92482200.0,0.335963,0.33091,0.323657,0.320509,0.320809,0.0022099999999999898,0.6416770709328967,True,False,0.00020000000000003348,0.0021999999999999797,0.004610000000000003,1.3385209488690815,-0.6387921022067311,0.8531983272069814,True,True,True,False,1.9433080070134334,0.34968,2.185856224430154
2025-01-02 12:00:00,0.3422,0.3442,0.34052,0.34172,72884700.0,0.336799,0.332025,0.324107,0.320655,0.32085,0.00047999999999998044,0.14026884862652847,True,False,0.0020000000000000018,0.0012000000000000344,0.0036800000000000166,1.0753945061367671,-0.14026884862652356,0.8474572870115404,True,True,True,False,2.6893362987240987,0.35287,3.262905302586911
2025-01-02 13:00:00,0.34173,0.3419,0.33783,0.3383,63821800.0,0.337486,0.332936,0.324477,0.320774,0.320873,0.0034299999999999886,1.0037163842799839,True,False,0.00017000000000000348,0.00046999999999997044,0.0040699999999999625,1.19099874169665,-1.0008193842912405,0.898978117022198,True,True,True,False,7.165237954478276,0.36553,8.049068873780678
2025-01-02 14:00:00,0.3383,0.34297,0.33551,0.34086,129748000.0,0.338179,0.333747,0.324903,0.320909,0.320916,0.0025600000000000067,0.7567248004729551,False,True,0.0021100000000000008,0.0027900000000000147,0.007460000000000022,2.2051433638782214,0.7567248004729521,0.8662838719754008,True,True,True,False,6.439593968198087,0.36553,7.237575544211708
2025-01-02 15:00:00,0.34086,0.34129,0.33585,0.33695,61752200.0,0.338706,0.334347,0.32515,0.321022,0.320943,0.003909999999999969,1.147098515519559,True,False,0.00042999999999998595,0.0011000000000000454,0.00544,1.5959631520272255,-1.1470985155195623,0.9206336272062148,True,True,True,False,8.674877578275698,0.36913,9.550378394420532
2025-01-02 16:00:00,0.33696,0.34038,0.33379,0.33914,81160700.0,0.339479,0.335036,0.325404,0.321164,0.320981,0.0021800000000000153,0.6469610636277349,False,True,0.0012400000000000189,0.003170000000000006,0.00659000000000004,1.955721747388426,0.6499480635109078,0.9263144147786616,True,True,True,False,9.851388806982374,0.38149,12.487468302176092
2025-01-02 17:00:00,0.33914,0.34047,0.33501,0.33749,42126200.0,0.339792,0.335559,0.325602,0.32129,0.321006,0.0016499999999999848,0.48652473904581733,True,False,0.0013299999999999979,0.0024800000000000377,0.00546000000000002,1.6099545910243616,-0.4865247390458127,0.9361593062020025,True,True,True,False,11.274408130611269,0.38149,13.037423331061657
2025-01-02 18:00:00,0.33748,0.33898,0.33622,0.33881,16503600.0,0.339989,0.33619,0.32587,0.321463,0.321026,0.0013299999999999979,0.39409742799573244,False,True,0.00017000000000000348,0.0012599999999999834,0.0027599999999999847,0.8178262415550506,0.3911226999318451,0.9321161168293415,True,True,True,False,11.991971901655795,0.38149,12.59703078421534
2025-01-02 19:00:00,0.3388,0.34008,0.33816,0.3388,18749900.0,0.339867,0.336874,0.326261,0.321653,0.321067,0.0,0.0,False,False,0.0012800000000000034,0.0006399999999999739,0.0019199999999999773,0.5667060212514692,-0.0029515067441976406,0.9254358885024959,True,True,True,False,12.015938606847708,0.3829,13.016528925619845
2025-01-02 20:00:00,0.33881,0.3404,0.33727,0.33738,22591600.0,0.339165,0.337049,0.326658,0.321865,0.321097,0.0014299999999999868,0.4220654644195823,True,False,0.0015899999999999803,0.00010999999999999899,0.003129999999999966,0.923821610932371,-0.41912632821723417,0.7271101937854803,True,True,True,False,11.704902483846102,0.3829,13.492204635722333
2025-01-02 21:00:00,0.33739,0.33781,0.33628,0.33755,19311500.0,0.3387,0.337332,0.327044,0.322077,0.321128,0.00015999999999999348,0.04742286374818266,False,True,0.00025999999999998247,0.0011099999999999999,0.0015299999999999758,0.45348113459200795,0.050388286205471644,0.7111427670511666,True,True,True,False,14.516367945489561,0.388,14.945933935713226
2025-01-02 22:00:00,0.33755,0.33891,0.33476,0.33832,20253800.0,0.33836,0.337579,0.327475,0.322304,0.321155,0.0007699999999999929,0.22811435342911948,False,True,0.0005899999999999794,0.0027900000000000147,0.004149999999999987,1.2294474892608465,0.22811435342910968,0.7071747252025117,True,True,True,False,13.289193662804454,0.38944,15.109955072121068
2025-01-02 23:00:00,0.33832,0.33977,0.337,0.33893,24601500.0,0.338423,0.337954,0.327897,0.322531,0.321196,0.0006099999999999994,0.18030267202648365,False,True,0.0008400000000000074,0.0013199999999999878,0.0027699999999999947,0.8187514778907526,0.18030267202648886,0.6903294777643394,True,True,True,False,12.085091316791075,0.38944,14.902782285427667
2025-01-03 00:00:00,0.33894,0.33975,0.33736,0.33777,22530400.0,0.338114,0.338147,0.328331,0.322745,0.321242,0.0011700000000000044,0.3451938396176327,True,False,0.0008099999999999774,0.00041000000000002146,0.0023900000000000032,0.7051395527231967,-0.3422535626825596,0.6802884187639016,False,True,False,False,12.61213251620925,0.38944,15.297391716256623
2025-01-03 01:00:00,0.33777,0.33948,0.33599,0.33947,22756900.0,0.338366,0.338536,0.3288,0.32299,0.321289,0.0016999999999999793,0.5033010628534148,False,True,1.0000000000010001e-05,0.0017800000000000038,0.003489999999999993,1.0332474760931976,0.5033010628534118,0.6642484079897812,True,True,False,False,12.092379297139665,0.38944,14.72000471322945
2025-01-03 02:00:00,0.33948,0.34288,0.33883,0.34029,43769100.0,0.338481,0.33898,0.329182,0.323254,0.321335,0.0008099999999999774,0.23860021208907076,False,True,0.0025900000000000367,0.0006499999999999839,0.004049999999999998,1.1930010604453865,0.24155300910242428,0.6630641893771753,True,True,False,False,12.603955449763449,0.38944,14.44356284345706
2025-01-03 03:00:00,0.3403,0.342,0.33923,0.34183,29845900.0,0.338915,0.339354,0.32965,0.323528,0.32138,0.0015300000000000313,0.44960329121364423,False,True,0.00017000000000000348,0.0010700000000000154,0.00277000000000005,0.8139876579488834,0.4525551735284683,0.643752442881476,True,True,False,False,14.71491677149459,0.395,15.554515402393
2025-01-03 04:00:00,0.34183,0.34186,0.33858,0.33899,18274600.0,0.338933,0.339461,0.330029,0.32376,0.321416,0.002840000000000009,0.8308223385893598,True,False,2.999999999997449e-05,0.00041000000000002146,0.003280000000000005,0.9595412924553156,-0.8308223385893654,0.6587167227447456,False,True,False,False,14.239358093159083,0.395,16.522611286468628
2025-01-03 05:00:00,0.339,0.3396,0.33752,0.33936,30387700.0,0.338989,0.339428,0.330438,0.323937,0.321453,0.00035999999999997145,0.1061946902654783,False,True,0.00024000000000001798,0.0014800000000000368,0.0020800000000000263,0.613569321533931,0.10914776247086255,0.6235135069555167,False,True,False,False,14.66878830740217,0.39516,16.44271570014145
2025-01-03 06:00:00,0.33937,0.34208,0.3385,0.3386,44459100.0,0.339111,0.339138,0.330885,0.324112,0.321479,0.0007699999999999929,0.22689100391902434,True,False,0.00270999999999999,9.999999999998899e-05,0.003579999999999972,1.054895836402738,-0.2239509665252215,0.5447981963075134,False,True,False,False,14.610159480212648,0.39516,16.70407560543414
2025-01-03 07:00:00,0.33861,0.33887,0.33599,0.33684,41912200.0,0.33904,0.33887,0.331267,0.324286,0.321492,0.0017700000000000493,0.5227252591477066,True,False,0.00025999999999998247,0.0008499999999999619,0.0028799999999999937,0.8505360148843782,-0.5197873597164948,0.539033204423116,False,True,True,False,15.176344852155331,0.39516,17.313858211613837
2025-01-03 08:00:00,0.33685,0.33886,0.33599,0.33742,29356500.0,0.33895,0.338655,0.331648,0.324491,0.321513,0.0005700000000000149,0.16921478402850376,False,True,0.0014399999999999968,0.0008599999999999719,0.0028699999999999837,0.8520112809855971,0.17218857617860017,0.541640588432918,False,True,True,False,13.81660838124592,0.39516,17.112204374370226
2025-01-03 09:00:00,0.33742,0.34107,0.33737,0.34001,33473900.0,0.339058,0.33874,0.332112,0.324715,0.321554,0.002589999999999981,0.767589354513657,False,True,0.0010600000000000054,4.999999999999449e-05,0.003699999999999981,1.096556220733798,0.7675893545136647,0.5243659549769446,True,True,True,False,14.190759095320725,0.39516,16.2201111732008
2025-01-03 10:00:00,0.34001,0.3413,0.33912,0.33994,30693100.0,0.339275,0.338695,0.33263,0.324901,0.321604,6.999999999995898e-05,0.020587629775582775,True,False,0.0012900000000000134,0.0008200000000000429,0.0021800000000000153,0.6411576130113865,-0.020587629775581373,0.49540224914755865,True,True,True,False,14.311349061599099,0.39516,16.244043066423483
2025-01-03 11:00:00,0.33994,0.34968,0.33994,0.34885,125894000.0,0.340213,0.339289,0.333333,0.325186,0.321704,0.008909999999999973,2.621050773665933,False,True,0.0008299999999999974,0.0,0.009739999999999971,2.8652115079131524,2.6210507736659228,0.7108261186262969,True,True,True,False,12.274616597391441,0.39516,13.275046581625347
2025-01-03 12:00:00,0.34886,0.35287,0.34793,0.35091,181381000.0,0.341275,0.339878,0.334065,0.325483,0.32183,0.0020499999999999963,0.587628274952702,False,True,0.0019600000000000173,0.0009299999999999864,0.00494,1.4160408186665137,0.5905116812383593,0.7088621591780038,True,True,True,False,10.88313242711807,0.39516,12.610070958365396
2025-01-03 13:00:00,0.35091,0.36553,0.35071,0.36254,320270000.0,0.343346,0.34113,0.334991,0.325891,0.32201,0.011629999999999974,3.3142401185489083,False,True,0.002990000000000048,0.00019999999999997797,0.01482,4.223305120971189,3.3142401185489057,0.9802432423709945,True,True,True,False,8.611463562641376,0.39516,8.997627847961615
2025-01-03 14:00:00,0.36254,0.36527,0.3592,0.36281,124539000.0,0.345728,0.34233,0.335893,0.326323,0.322197,0.000270000000000048,0.07447454074034535,False,True,0.0024599999999999622,0.003339999999999954,0.006069999999999964,1.6742980084956047,0.07447454074034354,0.982322278060253,True,True,True,False,8.097902483393504,0.39516,8.916512775281825
2025-01-03 15:00:00,0.36279,0.36913,0.36117,0.36618,189337000.0,0.34841,0.3437,0.336856,0.326775,0.32241,0.003390000000000004,0.9344248738939893,False,True,0.002950000000000008,0.0016200000000000103,0.007960000000000023,2.1941067835386923,0.928860836250367,0.986922731616032,True,True,True,False,3.6047845321972805,0.39516,7.914140586596758
2025-01-03 16:00:00,0.36617,0.38149,0.36458,0.37255,248650000.0,0.351805,0.345458,0.337944,0.327291,0.322688,0.006379999999999997,1.742360105961711,False,True,0.008940000000000003,0.0015899999999999803,0.01690999999999998,4.618073572384406,1.7395816265224795,1.011075854245556,True,True,True,False,2.5338880687156173,0.39516,6.068984028989402
2025-01-03 17:00:00,0.37255,0.38035,0.37249,0.37554,133958000.0,0.355675,0.347358,0.339047,0.327919,0.322982,0.0029899999999999927,0.8025768353241156,False,True,0.0048100000000000365,6.0000000000004494e-05,0.007860000000000034,2.109783921621268,0.8025768353241203,1.0073828420426536,True,True,True,False,2.4577941098152145,0.39516,5.224476753475003
2025-01-03 18:00:00,0.37554,0.37979,0.37538,0.37944,63412700.0,0.359877,0.349414,0.340247,0.32861,0.323295,0.0039000000000000146,1.038504553443046,False,True,0.00035000000000001696,0.00015999999999999348,0.004410000000000025,1.1743089950471388,1.0385045534430537,1.0104949598253095,True,True,True,False,0.793274298966895,0.39516,4.142947501581281
2025-01-03 19:00:00,0.37944,0.3829,0.37657,0.37951,80025600.0,0.363827,0.351442,0.341436,0.329296,0.323604,7.00000000000145e-05,0.018448239510861927,False,True,0.003390000000000004,0.0028699999999999837,0.006330000000000002,1.6682479443390266,0.018448239510870934,1.0145042399470348,True,True,True,False,1.1962794129271925,0.39516,4.123738504914231
2025-01-03 20:00:00,0.3795,0.37988,0.37439,0.37687,67655000.0,0.36752,0.353397,0.342481,0.329976,0.323906,0.002630000000000021,0.6930171277997421,True,False,0.00037999999999999146,0.0024799999999999822,0.005489999999999995,1.4466403162055321,-0.6956338436404974,1.0341498093557726,True,True,True,False,2.7171173083556655,0.39516,4.853132379865744
2025-01-03 21:00:00,0.37686,0.388,0.37656,0.38655,116711000.0,0.37129,0.355752,0.343713,0.330665,0.324257,0.009690000000000032,2.571246616780776,False,True,0.0014500000000000068,0.00029999999999996696,0.011440000000000006,3.035610040863983,2.568524955554974,1.1276792298742997,True,True,True,False,1.1149915922907816,0.39516,2.2273961971284457
2025-01-03 22:00:00,0.38655,0.38944,0.38258,0.38328,76441400.0,0.374527,0.357901,0.344871,0.331308,0.324601,0.003269999999999995,0.8459448971672475,True,False,0.0028900000000000037,0.0007000000000000339,0.006860000000000033,1.7746733928340535,-0.8459448971672501,1.174053809529223,True,True,True,False,3.3865581298267555,0.39876,4.0388227927363785
2025-01-03 23:00:00,0.38327,0.38431,0.37852,0.37989,76397200.0,0.376262,0.359804,0.345928,0.331908,0.324928,0.003379999999999994,0.8818848331463445,True,False,0.0010399999999999854,0.0013699999999999823,0.005789999999999962,1.5106843739400324,-0.8844708829054526,1.2202330008338118,True,True,True,False,3.9327173655531844,0.39876,4.967227355287056
2025-01-04 00:00:00,0.37989,0.38443,0.37894,0.38037,79434100.0,0.378018,0.361873,0.347012,0.332503,0.325246,0.00047999999999998044,0.12635236515833015,False,True,0.004060000000000008,0.0009500000000000064,0.005489999999999995,1.4451551764984587,0.12635236515832204,1.1819647057036264,True,True,True,False,3.1337907826590072,0.39876,4.834766148749906
2025-01-04 01:00:00,0.38037,0.38261,0.37716,0.38052,81704800.0,0.379452,0.363931,0.34812,0.333198,0.325583,0.000150000000000039,0.03943528669454452,False,True,0.0020899999999999808,0.0032099999999999906,0.00545000000000001,1.432815416568081,0.03943528669454466,1.183540752002173,True,True,True,False,2.8487333123094594,0.39876,4.793440555029953
2025-01-04 02:00:00,0.38051,0.38338,0.37793,0.38318,54585100.0,0.380515,0.36616,0.349106,0.333893,0.325928,0.0026700000000000057,0.7016898373235935,False,True,0.00019999999999997797,0.0025800000000000267,0.00545000000000001,1.4322882447241887,0.6990434142752022,1.1684163705029138,True,True,True,False,1.7981105485672444,0.39876,4.065974215773261
2025-01-04 03:00:00,0.38318,0.395,0.38315,0.39213,251164000.0,0.382174,0.368924,0.35031,0.334675,0.326317,0.008949999999999958,2.3357168954538228,False,True,0.002870000000000039,3.0000000000030003e-05,0.011850000000000027,3.0925413643718427,2.335716895453821,1.1951013175492595,True,True,True,False,-0.8670593935684479,0.39876,1.6907658174585023
2025-01-04 04:00:00,0.39212,0.39213,0.38443,0.38726,91356300.0,0.382956,0.371417,0.351388,0.335423,0.326692,0.004860000000000031,1.239416505151492,True,False,9.99999999995449e-06,0.002829999999999999,0.007699999999999985,1.963684586351113,-1.2419350725524692,1.2716802871109854,True,True,True,False,1.1206941073180765,0.39876,2.969581159944226
2025-01-04 05:00:00,0.38725,0.39516,0.38725,0.38914,170303000.0,0.383919,0.373873,0.352543,0.336188,0.32707,0.0018900000000000028,0.4880568108457077,False,True,0.006020000000000025,0.0,0.007910000000000028,2.0426081342801883,0.4854619635387136,1.2724418137364095,True,True,True,False,0.09251169245001467,0.39876,2.472118003803263
2025-01-04 06:00:00,0.38914,0.39059,0.38595,0.38807,109548000.0,0.385039,0.37628,0.353625,0.336942,0.327444,0.0010699999999999599,0.27496530811532094,True,False,0.0014500000000000068,0.0021200000000000108,0.0046399999999999775,1.192372924911337,-0.27496530811531583,1.2811046234232808,True,True,True,False,0.5076403741592905,0.39876,2.754657664854273
2025-01-04 07:00:00,0.38808,0.39096,0.38682,0.38796,55789600.0,0.38518,0.378235,0.354751,0.337707,0.32782,0.00011999999999995348,0.030921459492876075,True,False,0.0028799999999999937,0.0011400000000000299,0.004139999999999977,1.0667903525046323,-0.028345401602802855,1.2035917271396708,True,True,True,False,0.46654294257140183,0.39876,2.783792143519944
2025-01-04 08:00:00,0.38795,0.38806,0.383,0.38404,75840400.0,0.385256,0.379892,0.355804,0.338446,0.328176,0.003910000000000025,1.0078618378657107,True,False,0.00010999999999999899,0.0010399999999999854,0.005060000000000009,1.3042917901791489,-1.0104134446850321,1.2522732887393055,True,True,True,False,0.5806686803458083,0.39876,3.832934069367777
2025-01-04 09:00:00,0.38403,0.38843,0.38387,0.38826,37076300.0,0.386093,0.381178,0.356882,0.339222,0.328549,0.0042300000000000115,1.1014764471525693,False,True,0.00017000000000000348,0.00015999999999999348,0.0045600000000000085,1.187407233809861,1.098843870430155,1.0713811027445659,True,True,True,False,-1.3702158347499105,0.39876,2.7043733580590352
